"id","pop","lat","lon","year","sex","age","svl","weight","species"
"AA24377","Googong",-35.4406793130407,149.240141049625,"2015","M","A",76.1,9.85,"Tympanocryptis lineata"
"AA24325","Googong",-35.4486581601935,149.232561983466,"2013","M","A",54.4,8.66,"Tympanocryptis lineata"
"AA24326","Googong",-35.441262404841,149.236400858698,"2013","M","SA",42.6,6.17,"Tympanocryptis lineata"
"AA24327","Googong",-35.42717726746,149.21806316797,"2013","M","A",72.7,9.75,"Tympanocryptis lineata"
"AA24378","Googong",-35.4533870421959,149.22705113598,"2015","M","SA",41.4,4.99,"Tympanocryptis lineata"
"AA24328","Googong",-35.4284991100808,149.223329894164,"2013","F","A",49.1,7.99,"Tympanocryptis lineata"
"AA24352","Royalla",-35.4877048872321,149.185768953505,"2014","F","A",53.9,8.59,"Tympanocryptis lineata"
"AA24379","Googong",-35.4454398264148,149.218872419048,"2015","U","J",21.6,4.06,"Tympanocryptis lineata"
"AA24353","Googong",-35.4483295847456,149.225429314857,"2014","u","J",30.1,3.91,"Tympanocryptis lineata"
"AA24380","Googong",-35.4440565923048,149.242252849313,"2015","F","J",32.6,4.07,"Tympanocryptis lineata"
"AA24616","Unknown",NA,NA,"unknown",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA24381","Googong",-35.4329772831103,149.232393502359,"2015","U","J",24.5,2.96,"Tympanocryptis lineata"
"AA24389","Kowen",-35.3244646267273,149.336447214384,"2016","M","A",76.6,10.32,"Tympanocryptis lineata"
"AA24390","Googong",-35.4415979533469,149.221496113604,"2016","M","A",65.6,9.1,"Tympanocryptis lineata"
"AA24391","Googong",-35.4452044630783,149.231842311091,"2016","u","J",32.5,4.1,"Tympanocryptis lineata"
"AA24392","Googong",-35.4462045116956,149.236051603861,"2016","u","J",34.1,2.75,"Tympanocryptis lineata"
"AA24382","Googong",-35.4237682956635,149.220800719822,"2015","F","SA",46.7,6.33,"Tympanocryptis lineata"
"AA24393","Kowen",-35.3444488142991,149.326016266494,"2016","M","A",76.7,10.61,"Tympanocryptis lineata"
"AA24394","Googong",-35.4326756864049,149.231894312902,"2016","M","A",80.1,8.8,"Tympanocryptis lineata"
"AA24395","Googong",-35.442873854179,149.227183826521,"2016","M","SA",42.9,4.28,"Tympanocryptis lineata"
"AA24396","Googong",-35.4425179272521,149.232148135849,"2016","M","J",30.1,3.59,"Tympanocryptis lineata"
"AA24383","Googong",-35.4607022346014,149.225565460938,"2015","U","SA",45.3,5.6,"Tympanocryptis lineata"
"AA24397","Googong",-35.4448423034388,149.235789175708,"2016","M","J",26.8,3.23,"Tympanocryptis lineata"
"AA24398","Googong",-35.4343056415216,149.236221269485,"2016","F","SA",46,5.13,"Tympanocryptis lineata"
"AA24399","Googong",-35.4383127192153,149.238784193058,"2016","u","SA",44.6,6.11,"Tympanocryptis lineata"
"AA24400","Kowen",-35.3284549809868,149.325098344892,"2016","F","SA",41.3,5.08,"Tympanocryptis lineata"
"AA24384","Googong",-35.4334720871205,149.248191200679,"2015","F","A",66.2,9.46,"Tympanocryptis lineata"
"AA24401","Googong",-35.4362883528379,149.254519214681,"2016","M","A",79.5,9.3,"Tympanocryptis lineata"
"AA24402","Googong",-35.4565623975552,149.222539544008,"2016","u","SA",44.7,5.91,"Tympanocryptis lineata"
"AA24403","Googong",-35.4558812420631,149.224175749584,"2016","F","A",53.7,9.4,"Tympanocryptis lineata"
"AA24404","Googong",-35.4306192195065,149.220740241255,"2016","M","A",53.1,8.49,"Tympanocryptis lineata"
"AA24385","Googong",-35.4553354430091,149.225296146993,"2015","U","J",30.4,4.12,"Tympanocryptis lineata"
"AA24405","Googong",-35.4490282188412,149.208287542112,"2016","M","SA",40.6,5.59,"Tympanocryptis lineata"
"AA24406","Googong",-35.4328070265815,149.232348745078,"2016","F","SA",44.4,5.05,"Tympanocryptis lineata"
"AA24407","Kowen",-35.3231432349712,149.326665204548,"2016","F","SA",45.6,6.92,"Tympanocryptis lineata"
"AA24408","Googong",-35.4243292812148,149.239289493582,"2016","M","SA",43.7,5.77,"Tympanocryptis lineata"
"AA24386","Googong",-35.4407402695709,149.226171715417,"2015","U","J",24.5,3.47,"Tympanocryptis lineata"
"AA24409","Googong",-35.4448559015705,149.222167308678,"2016","u","SA",46.7,5.91,"Tympanocryptis lineata"
"AA24410","Kowen",-35.3232594407353,149.355297830243,"2016","M","SA",39.1,4.86,"Tympanocryptis lineata"
"AA24411","Googong",-35.4393945383298,149.224654670006,"2016","u","J",32.5,3.94,"Tympanocryptis lineata"
"AA24412","Googong",-35.4299237106013,149.237103605027,"2016","M","J",26.5,3.92,"Tympanocryptis lineata"
"AA24413","Tuggeranong",-35.4319480790699,149.062829259394,"2016","F","A",57.6,8.17,"Tympanocryptis lineata"
"AA24414","Googong",-35.4632679297931,149.208359599908,"2016","u","SA",44.4,5.12,"Tympanocryptis lineata"
"AA24415","Googong",-35.4333428213461,149.243560217367,"2016","u","J",30.1,3.54,"Tympanocryptis lineata"
"AA24416","Googong",-35.4248013114119,149.226645459284,"2016","u","J",35.9,3.9,"Tympanocryptis lineata"
"AA24417","Royalla",-35.5189480973802,149.189368556337,"2016","","SA",42.3,5.53,"Tympanocryptis lineata"
"AA24418","Kowen",-35.3298770791956,149.336866834281,"2016","F","A",63.2,8.77,"Tympanocryptis lineata"
"AA24419","Googong",-35.4362865206919,149.229637310166,"2016","u","SA",47,5.19,"Tympanocryptis lineata"
"AA24420","Googong",-35.4530247679462,149.237035850815,"2016","u","J",21.6,3.68,"Tympanocryptis lineata"
"AA24421","Googong",-35.4437592018981,149.22462547996,"2016","M","SA",41.4,5.08,"Tympanocryptis lineata"
"AA24422","Royalla",-35.5090589888004,149.181806241882,"2016","","A",83.5,10.22,"Tympanocryptis lineata"
"AA24329","Googong",-35.450135165655,149.236476782313,"2013","M","A",81.8,9.71,"Tympanocryptis lineata"
"AA24423","Kowen",-35.3325268453728,149.346629271423,"2016","u","SA",44.3,5.38,"Tympanocryptis lineata"
"AA24424","Kowen",-35.3141416017871,149.345790073476,"2016","u","SA",41.2,6.18,"Tympanocryptis lineata"
"AA24507","Royalla",-35.4930071188453,149.187563013895,"2018",NA,"J",35.8,3.97,"Tympanocryptis lineata"
"AA24557","Googong",-35.4435219786183,149.216504405332,"2020","M?","A",70.7,9.33,"Tympanocryptis lineata"
"AA24007","Tuggeranong",-35.4350257230669,149.039984139906,"2006","U","J",35.2,3.21,"Tympanocryptis lineata"
"AA24008","Tuggeranong",-35.4330167485802,149.049451931551,"2006","U","J",25.6,3.31,"Tympanocryptis lineata"
"AA24330","Kowen",-35.3246131820775,149.343194790113,"2013","M","SA",38.1,4.84,"Tympanocryptis lineata"
"AA24331","Kowen",-35.3184050997062,149.344169711097,"2013","U","J",32.6,4.96,"Tympanocryptis lineata"
"AA24009","Tuggeranong",-35.4493225457429,149.038853797078,"2006","F","SA",45.3,6.15,"Tympanocryptis lineata"
"AA24332","Kowen",-35.3320337425264,149.333768605386,"2013","M","SA",41.7,4.93,"Tympanocryptis lineata"
"AA24354","Tuggeranong",-35.4501397489477,149.047613511143,"2014","M","A",80.7,9.9,"Tympanocryptis lineata"
"AA24333","Royalla",-35.5131652335881,149.169841168211,"2013","M","A",70.4,8.69,"Tympanocryptis lineata"
"AA24425","Royalla",-35.4983277394324,149.158767922884,"2016","M","A",52.9,7.36,"Tympanocryptis lineata"
"AA24426","Royalla",-35.5083727519744,149.168553639561,"2016","","",NA,NA,"Tympanocryptis lineata"
"AA24010","Tuggeranong",-35.4491090794437,149.026576756227,"2006","M","A",68.8,8.94,"Tympanocryptis lineata"
"AA24200","Tuggeranong",-35.4439887088385,149.045141987647,"2009","M","SA",42,4.85,"Tympanocryptis lineata"
"AA24156","Tuggeranong",-35.4640371976055,149.039600945162,"2008","M","SA",40.2,6.09,"Tympanocryptis lineata"
"AA24201","Tuggeranong",-35.4371838620726,149.040057182867,"2009","M","A",57.4,8.69,"Tympanocryptis lineata"
"AA24011","Royalla",-35.5104436953936,149.184591476523,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24268","Tuggeranong",-35.4348116825505,149.034094329615,"2010","M","",NA,NA,"Tympanocryptis lineata"
"AA24012","Tuggeranong",-35.4307497254487,149.052984085669,"2006","M","A",61,8.89,"Tympanocryptis lineata"
"AA24334","Kowen",-35.3276479081768,149.340436140662,"2013","U","J",37,2.88,"Tympanocryptis lineata"
"AA24335","Royalla",-35.5480749351882,149.174546604832,"2013","u","",NA,NA,"Tympanocryptis lineata"
"AA24336","Royalla",-35.5062465762223,149.182986848543,"2013","M","A",83.2,11.31,"Tympanocryptis lineata"
"AA24427","Royalla",-35.4867803695478,149.171426857642,"2016","","",NA,NA,"Tympanocryptis lineata"
"AA24428","Royalla",-35.5029010868276,149.2073678011,"2016","","SA",43.1,4.78,"Tympanocryptis lineata"
"AA24013","Tuggeranong",-35.4455508493123,149.040627473412,"2006","M","A",51.5,8.31,"Tympanocryptis lineata"
"AA24202","Tuggeranong",-35.436345628035,149.036229252248,"2009","M","A",68.1,8.93,"Tympanocryptis lineata"
"AA24157","Tuggeranong",-35.4475068214074,149.055554265874,"2008","J","SA",38.4,6.02,"Tympanocryptis lineata"
"AA24203","Tuggeranong",-35.4528479544903,149.043664868384,"2009","F","SA",38.2,5.03,"Tympanocryptis lineata"
"AA24014","Royalla",-35.4841493887247,149.168233240443,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA24269","Tuggeranong",-35.4478714218738,149.041833095747,"2010","M","",NA,NA,"Tympanocryptis lineata"
"AA24015","Tuggeranong",-35.4577414718012,149.041973225849,"2006","M","SA",43.3,6.2,"Tympanocryptis lineata"
"AA24337","Kowen",-35.3183730644705,149.345760084926,"2013","U","J",35.3,3.71,"Tympanocryptis lineata"
"AA24338","Royalla",-35.4955785157684,149.175212075356,"2013","F","U",NA,NA,"Tympanocryptis lineata"
"AA24339","Royalla",-35.5029146487934,149.180083363233,"2013","M","A",70.4,8.98,"Tympanocryptis lineata"
"AA24429","Royalla",-35.5180072530335,149.178681784249,"2016","","A",60.8,8.49,"Tympanocryptis lineata"
"AA24430","Royalla",-35.4928448499723,149.167063979478,"2016","","SA",41.9,5.21,"Tympanocryptis lineata"
"AA24431","Kowen",-35.3263823703027,149.346597750258,"2016","M","A",64.5,10.38,"Tympanocryptis lineata"
"AA24204","Tuggeranong",-35.4371735687263,149.014938551215,"2009","F","A",79.7,9.39,"Tympanocryptis lineata"
"AA24158","Tuggeranong",-35.4370489899044,149.043536889531,"2008","M?","SA",41.4,7.2,"Tympanocryptis lineata"
"AA24432","Kowen",-35.3236204243342,149.331633700759,"2016","M","A",71.1,9.09,"Tympanocryptis lineata"
"AA24016","Royalla",-35.493118802622,149.165045512169,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA24270","Tuggeranong",-35.4505629674245,149.046712529977,"2010","M","",NA,NA,"Tympanocryptis lineata"
"AA24433","Royalla",-35.5159115418142,149.187434699184,"2016","","A",59.9,10.86,"Tympanocryptis lineata"
"AA24340","Kowen",-35.3340276933172,149.314019427049,"2013","U","J",32.5,4.1,"Tympanocryptis lineata"
"AA24355","Tuggeranong",-35.4480010255082,149.044413464026,"2014","U","SA",43.6,6.12,"Tympanocryptis lineata"
"AA24434","Kowen",-35.3365409191554,149.33269628448,"2016","M","A",51.2,8.3,"Tympanocryptis lineata"
"AA24435","Royalla",-35.5232455108066,149.17426896989,"2016","","J",21.7,3.02,"Tympanocryptis lineata"
"AA24436","Royalla",-35.4857036915814,149.166401452871,"2016","","J",33.5,4.46,"Tympanocryptis lineata"
"AA24122","Tuggeranong",-35.4482262434315,149.043099702736,"2007","M","A",63.3,9.43,"Tympanocryptis lineata"
"AA24159","Tuggeranong",-35.4427692091114,149.058449731454,"2008","J","J",30,3.87,"Tympanocryptis lineata"
"AA24160","Tuggeranong",-35.4461772115035,149.031156521207,"2008","J","SA",42.9,5.57,"Tympanocryptis lineata"
"AA24017","Royalla",-35.5004935325366,149.167517406318,"2006","M?",NA,NA,NA,"Tympanocryptis lineata"
"AA24018","Royalla",-35.5036886127197,149.158455844447,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA24286","Royalla",-35.4822544558211,149.183687531298,"2011","M","A",60.2,7.85,"Tympanocryptis lineata"
"AA24437","Royalla",-35.5000955510953,149.187660967337,"2016","","J",34.3,5.04,"Tympanocryptis lineata"
"AA24356","Royalla",-35.4909970302882,149.191687336503,"2014","u","J",29.9,4.96,"Tympanocryptis lineata"
"AA24341","Royalla",-35.4901410272244,149.166508146189,"2013","M","A",52.3,8.72,"Tympanocryptis lineata"
"AA24438","Tuggeranong",-35.4449707113649,149.049086381755,"2016","M","A",54.2,9.64,"Tympanocryptis lineata"
"AA24439","Royalla",-35.5214168838941,149.174818021636,"2016","F","SA",46.9,5.37,"Tympanocryptis lineata"
"AA24500","Kowen",-35.3399522774024,149.340968934199,"2017","U","J",36.4,3.48,"Tympanocryptis lineata"
"AA24123","Kowen",-35.3335026301856,149.333737675144,"2007","F","A",55.9,8.18,"Tympanocryptis lineata"
"AA24161","Tuggeranong",-35.4566685432982,149.043437411216,"2008","J","J",36.5,4.02,"Tympanocryptis lineata"
"AA24205","Tuggeranong",-35.449644921267,149.031765885039,"2009","J","J",30.6,3.81,"Tympanocryptis lineata"
"AA24019","Royalla",-35.4998920829419,149.191092974614,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24206","Kowen",-35.3284663474884,149.342274884268,"2009","M","A",83.9,8.97,"Tympanocryptis lineata"
"AA24287","Kowen",-35.3250797672862,149.346460692111,"2011","F?","SA",39.1,5.8,"Tympanocryptis lineata"
"AA24440","Royalla",-35.4968855157539,149.184744070336,"2016","M","SA",40.7,6.02,"Tympanocryptis lineata"
"AA24357","Tuggeranong",-35.4400850927904,149.05688251588,"2014","U","J",29.5,3.95,"Tympanocryptis lineata"
"AA24342","Royalla",-35.5005873518364,149.175921980142,"2013","M","A",77.1,11.11,"Tympanocryptis lineata"
"AA24441","Royalla",-35.5187495474045,149.191479455688,"2016","U","J",36.4,4.27,"Tympanocryptis lineata"
"AA24442","Royalla",-35.4969336386838,149.177647917757,"2016","","SA",47,5.47,"Tympanocryptis lineata"
"AA24501","Kowen",-35.3181449491529,149.336937165251,"2017","U","J",36.1,3.9,"Tympanocryptis lineata"
"AA24124","Tuggeranong",-35.430583079523,149.027847369254,"2007","M","A",73,9.12,"Tympanocryptis lineata"
"AA24162","Tuggeranong",-35.4444876923276,149.06974515287,"2008","J","J",36.1,4.66,"Tympanocryptis lineata"
"AA24207","Tuggeranong",-35.4445860787728,149.042001639282,"2009","J","J",29.6,2.79,"Tympanocryptis lineata"
"AA24020","Royalla",-35.5099176746689,149.171775443865,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA24271","Royalla",-35.5055738323396,149.199797564771,"2010","J","J",35.4,3.6,"Tympanocryptis lineata"
"AA24288","Royalla",-35.4899493984023,149.174497458121,"2011","M","J",35.1,4.27,"Tympanocryptis lineata"
"AA24443","Royalla",-35.5015326432053,149.188269828783,"2016","F","SA",47.6,6.05,"Tympanocryptis lineata"
"AA24358","Tuggeranong",-35.4506031201481,149.048321503655,"2014","U","J",32.4,3.77,"Tympanocryptis lineata"
"AA24359","Royalla",-35.5002204585531,149.187478227837,"2014","u","J",25.2,3.34,"Tympanocryptis lineata"
"AA24444","Royalla",-35.5124394959493,149.185403772045,"2016","","SA",42.5,5.28,"Tympanocryptis lineata"
"AA24502","Kowen",-35.3365268881037,149.353511649143,"2017","U","J",37.8,3.32,"Tympanocryptis lineata"
"AA24125","Tuggeranong",-35.4372487683221,149.024702869481,"2007","J","J",30.6,2.66,"Tympanocryptis lineata"
"AA24163","Tuggeranong",-35.4284684214689,149.040085146833,"2008","M","A",68.4,9.36,"Tympanocryptis lineata"
"AA24208","Tuggeranong",-35.4486744159288,149.039743171282,"2009","J","SA",44.9,4.11,"Tympanocryptis lineata"
"AA24021","Royalla",-35.4979658414198,149.18508816785,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA24272","Royalla",-35.5058495018464,149.196168994068,"2010","J","J",36.4,3.71,"Tympanocryptis lineata"
"AA24296","Royalla",-35.5108559963676,149.18726524586,"2012","U","",NA,NA,"Tympanocryptis lineata"
"AA24445","Royalla",-35.5179092894555,149.195767971171,"2016","U","SA",43.5,5.01,"Tympanocryptis lineata"
"AA24360","Tuggeranong",-35.442629782775,149.055039448052,"2014","F","A",61.9,7.67,"Tympanocryptis lineata"
"AA24343","Royalla",-35.4868698731579,149.169659529096,"2013","u","J",26.1,3.73,"Tympanocryptis lineata"
